cell_type	cancer_type	taxa	rho	rho_p	tau	tau_p	rho_padj	tau_padj	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	stabsel_prob	stabsel_pass
CD8_T_cells_PD1_low	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	0.279097351	1.13E-08	0.185046009	2.37E-08	1.38E-06	2.48E-06	0.42882562	0.383374077	0.000324095	0.043149045	0.054844813	0.186313698	0.71464527	0	0.95	TRUE
CD8_T_cells_PD1_low	STAD	k__Bacteria.p__Acidobacteria.c__Holophagae.o__Holophagales.f__Holophagaceae.g__Holophaga	-0.183555894	0.000197642	-0.123452329	0.00019603	0.004476298	0.004376546	0.42882562	0.383374077	1.61E-05	0.004552208	-0.298702864	-0.112035194	0.71464527	0	0.9	TRUE
Endothelium	STAD	k__Viruses.f__Retroviridae.g__Gammaretrovirus	0.287554627	3.89E-09	0.201739172	1.16E-09	5.41E-07	1.98E-07	0.452095913	0.442507592	4.31E-09	3.04E-06	0.100562271	0.201327275	0.51204762	0	0.88	TRUE
Endothelium	STAD	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.501205885	0	0.342486872	5.04E-25	0	4.07E-21	0.452095913	0.442507592	5.27E-30	7.44E-27	0.166837836	0.236264789	0.51204762	0	1	TRUE
Fibroblasts	STAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiaceae.g__Streptosporangium	0.282037944	7.84E-09	0.190321337	9.39E-09	1.02E-06	1.11E-06	0.647063405	0.621986331	1.20E-05	0.004224456	0.075634564	0.198245876	0.566343205	0	0.72	TRUE
Fibroblasts	STAD	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella	0.538000495	0	0.374885581	1.18E-29	0	1.66E-25	0.647063405	0.621986331	1.51E-12	2.13E-09	0.172804146	0.305274693	0.566343205	0	1	TRUE
Fibroblasts	STAD	k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Desulfurococcales.f__Desulfurococcaceae.g__Ignicoccus	0.292048295	2.18E-09	0.194127282	4.73E-09	3.37E-07	6.24E-07	0.647063405	0.621986331	1.53E-05	0.004305942	0.043827126	0.116470726	0.566343205	0	0.9	TRUE
Fibroblasts	STAD	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.343816556	1.25E-12	0.22640555	8.49E-12	5.39E-10	2.74E-09	0.647063405	0.621986331	6.91E-08	3.25E-05	0.067261355	0.144050078	0.566343205	0	0.97	TRUE
Fibroblasts	STAD	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	0.479956507	0	0.332923833	9.80E-24	0	5.53E-20	0.647063405	0.621986331	1.28E-08	9.05E-06	0.163667189	0.335744285	0.566343205	0	0.94	TRUE
Lymphocytes	STAD	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Salsuginibacillus	0.260465583	1.05E-07	0.1764465	1.02E-07	9.11E-06	8.54E-06	0.976085315	0.961066893	6.10E-39	2.87E-36	0.150184352	0.203253909	0.347028115	0	1	TRUE
Lymphocytes	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.435273905	0	0.297417739	2.90E-19	0	1.09E-15	0.976085315	0.961066893	1.53E-31	5.40E-29	0.074268197	0.104205775	0.347028115	0	1	TRUE
Lymphocytes	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	0.432384904	0	0.294141735	7.08E-19	0	2.32E-15	0.976085315	0.961066893	1.73E-44	2.44E-41	0.195965587	0.25980621	0.347028115	0	1	TRUE
Lymphocytes	STAD	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.247589554	4.46E-07	0.165823578	5.66E-07	3.09E-05	3.58E-05	0.976085315	0.961066893	0.002271001	0.039077839	0.016949025	0.077772222	0.347028115	0	0.73	TRUE
Lymphocytes	STAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.288850623	3.30E-09	0.196415667	3.12E-09	4.67E-07	4.40E-07	0.976085315	0.961066893	1.22E-40	8.62E-38	0.27910809	0.375183659	0.347028115	0	0.89	TRUE
Macrophages	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.381687893	1.08E-15	0.262826998	2.21E-15	1.32E-12	2.71E-12	0.711322364	0.65135965	3.56E-12	5.02E-09	0.059954957	0.107016651	0.545526135	0	1	TRUE
Macrophages_M1	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.243256495	7.14E-07	0.167509756	4.34E-07	4.52E-05	2.94E-05	0.376250438	0.323023808	7.49E-05	0.026403434	0.028780984	0.085180717	0.653770088	0	0.81	TRUE
Macrophages_M1	STAD	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella	0.245123188	5.84E-07	0.168160139	3.92E-07	3.84E-05	2.71E-05	0.376250438	0.323023808	9.55E-06	0.006736753	0.096247046	0.249167184	0.653770088	0	0.89	TRUE
Macrophages_M2	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.425886198	0	0.293973118	7.41E-19	0	2.32E-15	0.576885108	0.526901756	2.12E-13	2.99E-10	0.07937141	0.137189153	0.670207283	0	1	TRUE
Non_plasma_B_cells	STAD	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.213745079	1.40E-05	0.143951438	1.41E-05	0.000538315	0.000525451	0.593569667	0.556522399	0.000860244	0.093369596	0.056135665	0.216440688	0.914623901	0	0.68	TRUE
Non_plasma_B_cells	STAD	k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.f__Vulgatibacteraceae.g__Vulgatibacter	-0.206921623	2.63E-05	-0.139808257	2.47E-05	0.000905617	0.000842342	0.593569667	0.556522399	0.000189024	0.029793945	-0.222827761	-0.069404996	0.914623901	0	0.62	TRUE
Non_plasma_B_cells	STAD	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.307985594	2.56E-10	0.209808739	2.46E-10	5.51E-08	5.18E-08	0.593569667	0.556522399	1.27E-06	0.0005974	0.091251088	0.215262114	0.914623901	0	0.98	TRUE
Other	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	-0.435425502	0	-0.294647589	6.17E-19	0	2.18E-15	0.775331914	0.7357228	7.60E-12	2.68E-09	-0.109624287	-0.060825187	0.565665658	0	1	TRUE
Other	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	-0.293745192	1.74E-09	-0.198487257	2.13E-09	2.85E-07	3.14E-07	0.775331914	0.7357228	6.11E-08	1.72E-05	-0.195799854	-0.09173783	0.565665658	0	0.99	TRUE
Other	STAD	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	-0.343176774	1.39E-12	-0.23276485	2.19E-12	5.84E-10	8.70E-10	0.775331914	0.7357228	4.59E-07	9.25E-05	-0.177114377	-0.077970843	0.565665658	0	0.98	TRUE
Other	STAD	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella	-0.294358647	1.61E-09	-0.196295226	3.19E-09	2.73E-07	4.47E-07	0.775331914	0.7357228	2.59E-05	0.003320047	-0.208156542	-0.075844477	0.565665658	0	0.65	TRUE
Other	STAD	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	-0.371847515	9.37E-15	-0.250108397	4.52E-14	8.82E-12	3.31E-11	0.775331914	0.7357228	4.19E-16	5.91E-13	-0.197477959	-0.120781102	0.565665658	0	1	TRUE
Other	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Loktanella	0.218856089	8.58E-06	0.147034735	9.18E-06	0.000361758	0.000368676	0.775331914	0.7357228	0.000202571	0.020416223	0.079862708	0.258158419	0.565665658	0	0.73	TRUE
Other	STAD	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	-0.307616672	2.69E-10	-0.208532061	3.16E-10	5.73E-08	6.48E-08	0.775331914	0.7357228	0.000365071	0.030300873	-0.242206523	-0.070335292	0.565665658	0	0.89	TRUE
Other	STAD	k__Bacteria.p__Acidobacteria.c__Holophagae.o__Holophagales.f__Holophagaceae.g__Holophaga	0.24728424	4.61E-07	0.165462254	5.99E-07	3.18E-05	3.75E-05	0.775331914	0.7357228	0.000610947	0.043102282	0.055285916	0.203039626	0.565665658	0	0.76	TRUE
Plasma_B_cells	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.291854116	2.23E-09	0.195909814	3.42E-09	3.43E-07	4.77E-07	0.743702113	0.717308293	0.000113717	0.026742451	0.034724641	0.106391172	0.830738587	0	0.92	TRUE
Plasma_B_cells	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	0.594777642	0	0.423399335	2.31E-37	0	1.31E-32	0.743702113	0.717308293	6.16E-58	8.70E-55	0.549144081	0.701969938	0.830738587	0	1	TRUE
Plasma_B_cells	STAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.382633873	8.41E-16	0.263477381	1.89E-15	1.10E-12	2.37E-12	0.743702113	0.717308293	1.64E-34	1.15E-31	0.603869284	0.833861262	0.830738587	0	1	TRUE
T_cells	STAD	k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus	0.216716946	1.05E-05	0.146432529	9.99E-06	0.000426402	0.00039571	0.476174913	0.443350364	2.65E-05	0.006236759	0.017423184	0.047892926	0.663782432	0	0.97	TRUE
T_cells	STAD	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Salsuginibacillus	0.279250185	1.11E-08	0.188948307	1.20E-08	1.36E-06	1.38E-06	0.476174913	0.443350364	2.35E-10	1.66E-07	0.113334861	0.21484433	0.663782432	0	0.97	TRUE
T_cells	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.431574973	0	0.298212651	2.33E-19	0	9.40E-16	0.476174913	0.443350364	1.18E-09	5.53E-07	0.060236801	0.117500283	0.663782432	0	1	TRUE
T_cells	STAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.262756147	8.06E-08	0.177265501	8.91E-08	7.30E-06	7.65E-06	0.476174913	0.443350364	9.14E-08	3.22E-05	0.096321902	0.20792809	0.663782432	0	0.7	TRUE
T_cells	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	0.338599887	2.85E-12	0.227441345	6.82E-12	1.11E-09	2.32E-09	0.476174913	0.443350364	6.03E-06	0.001700678	0.079919183	0.202031146	0.663782432	0	1	TRUE
T_cells	STAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.252057603	2.73E-07	0.170279906	2.79E-07	2.05E-05	2.03E-05	0.476174913	0.443350364	1.60E-10	1.66E-07	0.207920863	0.391690627	0.663782432	0	0.75	TRUE
T_cells	STAD	k__Bacteria.p__Acidobacteria.c__Holophagae.o__Holophagales.f__Holophagaceae.g__Holophaga	-0.202743694	3.84E-05	-0.135014694	4.64E-05	0.001233561	0.001405111	0.476174913	0.443350364	0.000235016	0.033160718	-0.249375097	-0.075992966	0.663782432	0	0.87	TRUE
T_helpers	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.289896253	2.88E-09	0.193380546	5.42E-09	4.15E-07	7.06E-07	0.449303614	0.423821519	1.13E-05	0.007219111	0.048521428	0.126788647	0.907251939	0	0.94	TRUE
T_helpers	STAD	k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Desulfurococcales.f__Desulfurococcaceae.g__Ignicoccus	-0.169829296	0.000580841	-0.116129498	0.00045978	0.010370972	0.008522166	0.449303614	0.423821519	7.98E-05	0.022532804	-0.175296953	-0.058925738	0.907251939	0	0.72	TRUE
T_helpers	STAD	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.231631583	2.41E-06	0.153851713	3.46E-06	0.000125444	0.000166812	0.449303614	0.423821519	2.41E-05	0.008487764	0.071029814	0.194041299	0.907251939	0	0.97	TRUE
T_helpers	STAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.293299059	1.85E-09	0.19802958	2.31E-09	2.96E-07	3.38E-07	0.449303614	0.423821519	2.57E-17	3.62E-14	0.416799151	0.667974035	0.907251939	0	1	TRUE
Tregs	STAD	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Salsuginibacillus	0.267930764	4.39E-08	0.178542179	7.20E-08	4.36E-06	6.35E-06	0.471367184	0.415343598	4.88E-07	0.000290224	0.084291648	0.191880013	0.70353306	0	0.91	TRUE
Tregs	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.436156807	0	0.300766007	1.15E-19	0	5.01E-16	0.471367184	0.415343598	1.27E-11	1.79E-08	0.074512647	0.135205353	0.70353306	0	1	TRUE
Tregs	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	0.289261949	3.13E-09	0.195693019	3.56E-09	4.47E-07	4.87E-07	0.471367184	0.415343598	1.65E-06	0.00058134	0.093518641	0.222943281	0.70353306	0	0.98	TRUE
CD4_T_cells	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.575310587	0	0.414295628	1.86E-12	0	1.31E-08	0.526396376	0.503663402	1.84E-08	2.60E-05	0.183980307	0.380678227	0.762577197	0	1	TRUE
CD4_T_cells	TGCT	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.540121991	0	0.370575989	2.96E-10	0	5.22E-07	0.526396376	0.503663402	6.22E-05	0.043915503	0.221915978	0.647466842	0.762577197	0	0.94	TRUE
CD8_T_cells	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.5618905	0	0.390700902	3.07E-11	0	1.04E-07	0.835608106	0.794901542	2.08E-18	2.94E-15	0.242865853	0.383016055	0.543347625	0	1	TRUE
CD8_T_cells_PD1_high	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.54852259	0	0.379366181	1.12E-10	0	2.33E-07	0.83986008	0.794330102	4.56E-16	6.44E-13	0.226998344	0.371387793	0.55978274	0	1	TRUE
CD8_T_cells_PD1_low	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.556730132	0	0.389544298	3.51E-11	0	1.04E-07	0.938395671	0.911316845	2.17E-34	3.07E-31	0.262145171	0.362210975	0.387944622	0	1	TRUE
Fibroblasts	TGCT	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Ectothiorhodospiraceae.g__Thioalkalivibrio	-0.442815923	1.46E-07	-0.306962757	1.80E-07	0.000164253	0.000199242	0.369654856	0.34464116	1.17E-05	0.00826672	-0.464363911	-0.177378724	0.935207659	0	0.81	TRUE
Fibroblasts	TGCT	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	0.503769834	1.13E-09	0.347212584	3.56E-09	1.64E-06	5.02E-06	0.369654856	0.34464116	8.41E-06	0.00826672	0.153857622	0.395630754	0.935207659	0	0.97	TRUE
Lymphocytes	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.59879574	0	0.430025445	2.63E-13	0	3.72E-09	0.775356923	0.741857517	4.71E-14	6.65E-11	0.224818967	0.382762505	0.612330519	0	1	TRUE
Macrophages	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.619807673	0	0.440666204	6.74E-14	0	1.90E-09	0.55140058	0.522223382	6.98E-09	4.93E-06	0.133379526	0.269843288	0.529055682	0	1	TRUE
Macrophages	TGCT	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.513151373	4.40E-10	0.376127689	1.60E-10	6.71E-07	3.02E-07	0.55140058	0.522223382	5.87E-13	8.28E-10	0.394920501	0.690156319	0.529055682	0	0.98	TRUE
Macrophages_M1	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.527641101	6.15E-11	0.366643535	4.55E-10	1.05E-07	7.78E-07	0.521839024	0.510632126	3.15E-06	0.002221712	0.118398614	0.290236601	0.666197839	0	1	TRUE
Macrophages_M1	TGCT	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Ornithobacterium	-0.403985328	1.93E-06	-0.280592181	1.84E-06	0.001599918	0.001441698	0.521839024	0.510632126	8.67E-05	0.040763764	-0.515657555	-0.172191825	0.666197839	0	0.91	TRUE
Macrophages_M1	TGCT	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.557731943	0	0.408512607	3.76E-12	0	2.36E-08	0.521839024	0.510632126	1.92E-10	2.71E-07	0.418013696	0.789780735	0.666197839	0	1	TRUE
Macrophages_M2	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.559756435	0	0.392320148	2.55E-11	0	9.59E-08	0.317999902	0.290936406	9.63E-07	0.000991603	0.132926657	0.310207947	0.687300957	0	1	TRUE
Macrophages_M2	TGCT	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.394588136	3.45E-06	0.276428406	2.61E-06	0.002525174	0.002016158	0.317999902	0.290936406	1.41E-06	0.000991603	0.280251631	0.663795117	0.687300957	0	0.91	TRUE
Other	TGCT	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	-0.475286064	1.29E-08	-0.325237104	3.21E-08	1.62E-05	3.94E-05	0.784977106	0.74157799	2.80E-06	0.001978795	-0.171289148	-0.070238243	0.476944811	0	0.96	TRUE
Other	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	-0.655596312	0	-0.47258848	9.30E-16	0	5.25E-11	0.784977106	0.74157799	5.57E-17	7.86E-14	-0.324319241	-0.201296873	0.476944811	0	1	TRUE
Plasma_B_cells	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.421506577	6.24E-07	0.294240111	5.66E-07	0.000581057	0.000532441	0.398151882	0.369263172	3.11E-05	0.03783645	0.190397097	0.52881909	1.31202655	0	0.9	TRUE
T_cells	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.613864641	0	0.43673375	1.12E-13	0	2.11E-09	0.742278271	0.711439774	7.81E-15	1.10E-11	0.240433967	0.402631353	0.628822245	0	1	TRUE
T_helpers	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.544118798	0	0.396946565	1.49E-11	0	5.99E-08	0.594051377	0.556839419	9.10E-07	0.001283654	0.184347771	0.429285916	0.949599487	0	1	TRUE
T_helpers	TGCT	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.530062144	3.64E-11	0.361091834	8.28E-10	6.41E-08	1.30E-06	0.594051377	0.556839419	2.22E-05	0.01043337	0.308458101	0.838375445	0.949599487	0	0.98	TRUE
T_helpers	TGCT	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__Microvirga	-0.387815479	5.18E-06	-0.269720102	4.53E-06	0.003481769	0.003364565	0.594051377	0.556839419	6.00E-06	0.004234778	-1.00278829	-0.396760298	0.949599487	0	0.84	TRUE
Tregs	TGCT	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.564614172	0	0.398797132	1.20E-11	0	5.19E-08	0.328671226	0.312936958	6.12E-08	8.63E-05	0.169695399	0.362207768	0.746350251	0	1	TRUE
B_cells	THCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.347724216	1.11E-15	0.238679037	1.15E-15	1.57E-12	1.63E-12	0.523195531	0.495089162	5.89E-11	2.77E-08	0.154895651	0.287281009	0.912526876	0	1	TRUE
B_cells	THCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.246070114	2.43E-08	0.1663511	2.37E-08	1.11E-05	1.09E-05	0.523195531	0.495089162	1.91E-40	2.70E-37	0.832023975	1.119270143	0.912526876	0	1	TRUE
B_cells	THCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.201227993	5.53E-06	0.137981634	3.65E-06	0.001407103	0.001015808	0.523195531	0.495089162	4.74E-05	0.016722168	0.051253432	0.1465571	0.912526876	0	0.93	TRUE
CD4_T_cells	THCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.55865486	0	0.390435167	3.20E-39	0	9.04E-35	0.623166126	0.583412223	4.72E-29	6.66E-26	0.313534092	0.446732156	0.918128824	0	1	TRUE
CD4_T_cells	THCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Syntrophomonadaceae.g__Syntrophomonas	0.205206104	3.57E-06	0.138186753	3.53E-06	0.00099369	0.000987436	0.623166126	0.583412223	0.000692478	0.088825995	0.038281934	0.143031979	0.918128824	0	0.6	TRUE
CD4_T_cells	THCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.363925546	1.76E-17	0.250544353	4.19E-17	3.31E-14	8.15E-14	0.623166126	0.583412223	6.81E-16	4.80E-13	0.45077286	0.739782414	0.918128824	0	0.93	TRUE
CD4_T_cells	THCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.304616432	3.58E-12	0.211224715	1.36E-12	3.74E-09	1.53E-09	0.623166126	0.583412223	2.85E-07	0.000101414	0.07762043	0.173509162	0.918128824	0	1	TRUE
CD8_T_cells	THCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.484109019	0	0.338903089	5.71E-30	0	4.61E-26	0.576275783	0.547487725	1.65E-29	2.33E-26	0.261844754	0.371977108	0.75913782	0	1	TRUE
CD8_T_cells	THCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.306681458	2.52E-12	0.209425984	2.10E-12	2.74E-09	2.28E-09	0.576275783	0.547487725	5.57E-24	3.93E-21	0.496169684	0.735131884	0.75913782	0	0.99	TRUE
CD8_T_cells	THCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.295536165	1.61E-11	0.201189687	1.46E-11	1.44E-08	1.23E-08	0.576275783	0.547487725	1.50E-07	7.03E-05	0.06660714	0.145890963	0.75913782	0	1	TRUE
CD8_T_cells_PD1_high	THCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.489712081	0	0.343005459	1.17E-30	0	1.10E-26	0.565748966	0.542079098	6.09E-30	8.60E-27	0.263821255	0.373753789	0.757760476	0	1	TRUE
CD8_T_cells_PD1_high	THCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.304435152	3.69E-12	0.207469469	3.35E-12	3.79E-09	3.32E-09	0.565748966	0.542079098	9.82E-23	6.93E-20	0.477908404	0.716437042	0.757760476	0	0.94	TRUE
CD8_T_cells_PD1_high	THCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.299035209	9.10E-12	0.204187573	7.29E-12	8.56E-09	6.74E-09	0.565748966	0.542079098	1.04E-07	4.88E-05	0.067837047	0.146977021	0.757760476	0	1	TRUE
CD8_T_cells_PD1_low	THCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.478113404	0	0.334753384	2.79E-29	0	1.97E-25	0.537528448	0.509233775	2.90E-28	4.09E-25	0.253538864	0.363174907	0.755716775	0	1	TRUE
CD8_T_cells_PD1_low	THCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.306085786	2.79E-12	0.208905298	2.38E-12	2.97E-09	2.53E-09	0.537528448	0.509233775	4.84E-21	3.41E-18	0.452273643	0.690158962	0.755716775	0	0.95	TRUE
CD8_T_cells_PD1_low	THCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.291841595	2.94E-11	0.198081353	2.99E-11	2.37E-08	2.28E-08	0.537528448	0.509233775	3.11E-07	0.000146045	0.063564955	0.142491486	0.755716775	0	1	TRUE
